Airplane.Type,Avg_Injuries_per_Incident,Risk.Score,Weighted_Risk,Damage_Risk,Severity_Risk,Number.of.Engines
piper pa-25,0.5,1.5,2.389443022332068,2.3333333333333335,1.5,1.0
piper pa-25-150,1.0,3.0,10.752493600494306,3.0,2.0,1.0
piper pa-25-180,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-25-235,0.46153846153846106,0.9038461538461539,1.0179875598101116,2.076923076923077,1.1346153846153846,1.0
piper pa-25-235c,0.0,0.0,0.0,2.5,1.0,1.0
piper pa-25-235d,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-25-260,0.5999999999999999,1.1,1.577032394739165,2.0,1.1,1.0
piper pa-25-260c,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-25d-260,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28,0.7083333333333335,1.2083333333333333,2.291957065691784,2.0833333333333335,1.0416666666666667,1.0
piper pa-28-140,0.9303482587064669,1.9303482587064678,5.1096146251666195,2.1194029850746268,1.2039800995024876,0.9900497512437811
piper pa-28-140b,1.0,1.0,2.389443022332068,2.0,1.0,1.0
piper pa-28-150,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-151,0.5555555555555558,1.1944444444444444,1.6593354321750475,2.111111111111111,1.1388888888888888,1.0
piper pa-28-160,0.8888888888888891,1.6666666666666667,3.539915588640101,2.0,1.3333333333333333,1.0
piper pa-28-161,0.689393939393938,1.5227272727272727,3.119824882808457,2.1136363636363638,1.1666666666666667,1.0
piper pa-28-180,0.9249999999999982,1.8666666666666667,4.650702382528617,2.1,1.175,1.025
piper pa-28-180c,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-180r,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-181,0.6981132075471678,1.5849056603773586,3.115888141973074,2.1037735849056602,1.1603773584905661,0.9905660377358491
piper pa-28-200r,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-201t,0.28571428571428564,0.8571428571428571,0.8777545796321882,2.142857142857143,1.1428571428571428,1.0
piper pa-28-235,0.8974358974358976,1.7179487179487178,4.343727782214444,2.1794871794871793,1.1794871794871795,1.0
piper pa-28-235c,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-235d,1.0,3.0,7.168329066996204,2.0,1.5,1.0
piper pa-28-236,0.3846153846153847,0.7692307692307693,0.8129761762372423,2.076923076923077,1.0769230769230769,1.0
piper pa-28-280,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28-r-180,4.0,7.0,100.35660693794686,3.0,1.0,1.0
piper pa-28-r200,2.0,4.0,19.115544178656545,2.0,1.0,1.0
piper pa-28140c,1.0,2.0,7.168329066996204,3.0,1.0,1.0
piper pa-28181,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28a-180c,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28c-235,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28d-180,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-28r,0.875,2.5,7.840359917027099,2.5,1.375,1.0
piper pa-28r-180,1.16,2.76,8.592437108306118,2.12,1.4,1.0
piper pa-28r-200,0.633333333333333,1.4333333333333333,2.8374635890193303,2.0833333333333335,1.1666666666666667,1.0
piper pa-28r-201,0.26666666666666666,0.5333333333333333,0.5097478447641746,2.1333333333333333,1.0666666666666667,1.0
piper pa-28r-201t,0.47058823529411764,1.1764705882352942,1.6205219113393956,2.176470588235294,1.3529411764705883,1.0
piper pa-28rt,1.0,3.0,7.168329066996204,2.0,2.0,1.0
piper pa-28rt-201,1.0,2.176470588235294,6.606107179388658,2.235294117647059,1.3529411764705883,1.0
piper pa-28rt-201t,0.6363636363636365,1.2727272727272727,2.4881803373044677,2.3636363636363638,1.0909090909090908,1.0
piper pa-30,0.7868852459016389,1.8852459016393444,4.191960239124898,2.1311475409836067,1.2622950819672132,1.9180327868852458
piper pa-30 b,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-30-160,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-30b,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-30f,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-31,1.7777777777777781,5.111111111111111,31.151257180032886,2.5555555555555554,1.5555555555555556,1.7777777777777777
piper pa-31-310,1.6666666666666665,3.5555555555555554,19.46953573752056,2.111111111111111,1.1111111111111112,2.0
piper pa-31-325,0.25,0.75,0.44802056668726276,1.75,1.75,2.0
piper pa-31-350,1.3400000000000016,3.38,14.248248742166126,2.1,1.42,2.0
piper pa-31p,1.111111111111111,3.3333333333333335,12.832194008820366,2.3333333333333335,1.7777777777777777,2.0
piper pa-31p-135,0.0,0.0,0.0,1.0,3.0,2.0
piper pa-31p-350,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-31t,1.5,3.7,17.5624062141407,2.3,1.4,2.0
piper pa-31t1,2.5,7.5,67.20308500308943,2.75,1.75,2.0
piper pa-31t2,4.5,13.5,217.73799541000972,3.0,2.0,2.0
"piper pa-31t3, t1040",1.0,3.0,10.752493600494306,3.0,2.0,2.0
piper pa-32,1.5789473684210522,2.473684210526316,10.62342396355393,2.1578947368421053,1.2105263157894737,1.0
piper pa-32-260,1.2222222222222217,2.9166666666666665,10.464875458917298,2.2222222222222223,1.25,0.9722222222222222
piper pa-32-300,1.521739130434782,3.108695652173913,14.50491286477099,2.1956521739130435,1.2608695652173914,0.9782608695652174
piper pa-32-301,0.14999999999999997,0.45,0.24193110601112186,2.1,1.1,1.05
piper pa-32-301t,1.6666666666666667,4.333333333333333,17.257088494620493,2.0,1.3333333333333333,1.1666666666666667
piper pa-32-301xtc,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-32-r-300,5.0,15.0,268.81234001235765,3.0,2.0,1.0
piper pa-32r,0.375,0.875,0.9520437042104334,2.125,1.375,1.0
piper pa-32r-300,1.763157894736842,4.5,22.727839274051902,2.1842105263157894,1.368421052631579,0.9736842105263158
piper pa-32r-301,0.9285714285714287,2.7142857142857144,8.795832350064222,2.357142857142857,1.4285714285714286,1.0
piper pa-32r-301t,0.9473684210526315,2.4210526315789473,6.552766183126724,2.1052631578947367,1.4736842105263157,1.0
piper pa-32rt,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-32rt-300,0.75,1.3333333333333333,2.389443022332068,2.0,1.1666666666666667,1.0
piper pa-32rt-300t,1.2222222222222223,2.5555555555555554,8.43679881959224,2.111111111111111,1.1111111111111112,0.8888888888888888
piper pa-32s-300,2.0,6.0,43.009974401977225,2.5,1.5,1.0
piper pa-32t,7.0,21.0,526.872186424221,3.0,2.0,1.0
piper pa-34,0.25,0.75,0.6720308500308941,2.1666666666666665,1.1666666666666667,1.8333333333333333
piper pa-34-200,0.5454545454545453,1.0909090909090908,1.777271669503191,2.090909090909091,1.0909090909090908,1.6363636363636365
piper pa-34-200j,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-34-200t,0.7073170731707316,1.9,4.690010420053006,2.225,1.3,1.95
piper pa-34-220,0.0,0.0,0.0,3.0,1.0,1.0
piper pa-34-220t,0.5999999999999999,1.7,3.0823814988083678,2.1,1.2,1.9
piper pa-34-22ot,0.0,0.0,0.0,1.0,3.0,2.0
piper pa-36,0.5,1.1666666666666667,1.6925221408185482,2.3333333333333335,1.3333333333333333,1.0
piper pa-36-285,0.3636363636363637,0.5454545454545454,0.47393911186751764,2.0,1.0,1.0
piper pa-36-300,0.3333333333333333,1.0,0.7964810074440227,2.0,1.3333333333333333,1.0
piper pa-36-375,0.5,1.3333333333333333,2.1903227704710626,2.3333333333333335,1.3333333333333333,1.0
piper pa-38,0.4375,1.125,1.7640809813310971,2.4375,1.1875,1.0
piper pa-38-112,0.3698630136986302,0.726027397260274,0.7082239170151063,2.0821917808219177,1.1095890410958904,1.0136986301369864
piper pa-39,0.6666666666666666,1.3333333333333333,2.389443022332068,2.3333333333333335,1.3333333333333333,2.0
piper pa-42,1.6666666666666667,5.0,29.868037779150853,2.3333333333333335,1.3333333333333333,2.0
piper pa-42-720,1.0,3.0,10.752493600494306,3.0,2.0,0.0
piper pa-44,0.0,0.0,0.0,1.0,3.0,2.0
piper pa-44-180,0.6315789473684211,1.5263157894736843,2.62110647325069,2.0789473684210527,1.1578947368421053,1.9736842105263157
piper pa-44-180t,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-46,1.0,3.0,10.752493600494306,2.5,1.5,1.0
piper pa-46-310p,0.6666666666666665,1.2777777777777777,2.3009451326160657,1.9444444444444444,1.2777777777777777,1.0
piper pa-46-350p,0.642857142857143,1.1428571428571428,1.7555091592643766,1.9285714285714286,1.1428571428571428,1.0
piper pa-46-500tp,0.75,2.25,6.048277650278048,2.375,1.375,1.0
piper pa-46/jetprop,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-46t,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-46t-350p,0.0,0.0,0.0,2.0,1.0,1.0
piper pa-60,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-60-601p,2.0,6.0,43.009974401977225,3.0,2.0,2.0
piper pa-60-602p,1.0,3.0,10.752493600494306,2.3333333333333335,1.3333333333333333,2.0
piper pa-60/601p,0.0,0.0,0.0,2.0,1.0,2.0
piper pa-601p,1.6666666666666667,5.0,29.868037779150853,2.6666666666666665,2.3333333333333335,2.0
piper pa-j3-c65,0.0,0.0,0.0,2.0,1.0,1.0
piper pa12,0.0,0.0,0.0,2.0,1.0,0.5
piper pa16,0.0,0.0,0.0,2.0,1.0,1.0
piper pa17,1.0,2.0,4.778886044664136,2.0,1.0,1.0
piper pa18,0.30120481927710796,0.6265060240963856,0.4942598790569309,2.036144578313253,1.036144578313253,1.0
piper pa18 - 150,0.0,0.0,0.0,2.0,1.0,1.0
piper pa18-150,0.0,0.0,0.0,2.0,1.0,1.0
piper pa18-160,0.0,0.0,0.0,2.0,1.0,1.0
piper pa18a,2.0,4.0,19.115544178656545,2.0,1.0,1.0
piper pa18a-150,1.0,2.0,4.778886044664136,2.0,1.0,1.0
piper pa18s,0.3333333333333333,0.6666666666666666,0.5309873382960152,2.0,1.0,1.0
piper pa19,1.0,1.0,2.389443022332068,2.0,1.0,1.0
piper pa19/l-18c,1.0,2.0,4.778886044664136,2.0,1.0,1.0
piper pa20,0.0,0.0,0.0,2.0,1.0,1.0
piper pa20 - undesignat,0.0,0.0,0.0,2.0,1.0,1.0
piper pa22,0.6086956521739136,1.1956521739130435,1.7864361348437299,2.0652173913043477,1.065217391304348,0.9565217391304348
piper pa22-150,2.5,6.5,58.242673669344164,3.0,1.5,1.0
piper pa22-20,0.0,0.0,0.0,2.0,1.0,1.0
piper pa22/135,0.0,0.0,0.0,2.0,1.0,1.0
piper pa23,1.2352941176470584,3.176470588235294,12.587982704154236,2.176470588235294,1.411764705882353,1.8823529411764706
piper pa23-250,1.0,2.6666666666666665,8.76129108188425,2.3333333333333335,1.3333333333333333,2.0
piper pa24,0.7058823529411766,1.6176470588235294,2.9516649099396144,2.0588235294117645,1.1764705882352942,1.0
piper pa24-260,0.0,0.0,0.0,2.0,1.0,1.0
piper pa25,0.7777777777777778,2.2222222222222223,5.368871976104154,2.4444444444444446,1.6666666666666667,1.0
piper pa25 - 260,0.0,0.0,0.0,2.0,1.0,1.0
piper pa25-235c,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28,0.7747747747747753,1.7027027027027026,3.677543059206477,2.099099099099099,1.2072072072072073,1.0
piper pa28 - 140,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28 - 160,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28 - 161,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28 - 180,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28 - 181,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28 151,0.6666666666666666,1.3333333333333333,2.1239493531840608,2.0,1.0,1.0
piper pa28-140,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-150,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-151,0.16666666666666666,0.16666666666666666,0.09956012593050284,2.1666666666666665,1.0,1.0
piper pa28-161,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-18,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-180,1.0,1.75,5.674927178038662,2.25,1.0,1.0
piper pa28-181,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-200,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-201t,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-235,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28-236,2.0,6.0,43.009974401977225,3.0,2.0,1.0
piper pa28a,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28r,0.8200000000000002,1.74,4.369335510636421,2.14,1.2,0.96
piper pa28r - 201t,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28r-200,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28r-201,0.0,0.0,0.0,2.0,1.0,1.0
piper pa28rt,1.3333333333333333,3.3333333333333335,15.929620148880453,2.6666666666666665,1.3333333333333333,1.0
piper pa30,0.857142857142857,2.142857142857143,5.266527477793129,2.142857142857143,1.2857142857142858,2.0
piper pa30 - no series,2.5,4.5,26.881234001235768,2.0,1.0,2.0
piper pa31,1.5333333333333339,3.7333333333333334,15.632267239434686,2.2,1.5333333333333334,1.8666666666666667
piper pa31-310,0.0,0.0,0.0,2.0,1.0,2.0
piper pa31-350,0.0,0.0,0.0,1.0,2.3333333333333335,2.0
piper pa31t,3.0,9.0,96.77244240444877,3.0,2.0,1.5
piper pa32,0.8043478260869563,1.6304347826086956,4.0736841696894786,2.217391304347826,1.1521739130434783,1.0
piper pa32 - 300,7.0,13.0,326.1589725483273,3.0,2.0,1.0
piper pa32 301ft,0.0,0.0,0.0,2.0,1.0,1.0
piper pa32-260,2.0,2.0,9.557772089328273,2.0,1.0,1.0
piper pa32-300,0.3333333333333333,1.0,1.194721511166034,2.3333333333333335,1.3333333333333333,1.0
piper pa32-301,0.0,0.0,0.0,2.0,1.0,1.0
piper pa32-301ft,0.0,0.0,0.0,2.0,1.0,1.0
piper pa32r,1.46875,3.4375,15.354038170844737,2.28125,1.3125,0.875
piper pa32r - 301,2.0,4.0,19.115544178656545,2.0,2.0,1.0
piper pa32r-301,1.0,3.0,10.752493600494306,3.0,2.0,1.0
piper pa32r-301t,0.0,0.0,0.0,2.0,1.0,0.0
piper pa32rt,0.6875,1.8125,4.1581908845661575,2.375,1.25,0.875
piper pa32rt-300,0.0,0.0,0.0,2.0,1.0,1.0
piper pa34,1.7272727272727268,4.515151515151516,24.45065043099853,2.303030303030303,1.4545454545454546,1.9393939393939394
piper pa34-200,0.0,0.0,0.0,2.0,1.0,2.0
piper pa36,0.5,0.75,0.8960411333745255,2.0,1.0,0.75
piper pa38,0.5999999999999999,1.2,2.007132138758937,2.1,1.2,1.0
piper pa38 - 112,1.0,3.0,7.168329066996204,2.0,2.0,1.0
piper pa42,2.0,6.0,43.009974401977225,2.5,1.5,1.0
piper pa44,0.6,1.4,2.4372318827787094,2.2,1.2,1.6
piper pa46,0.8780487804878051,2.048780487804878,5.782423685215261,2.2195121951219514,1.2195121951219512,1.0
piper pa46 - 350p,3.0,6.0,64.51496160296584,3.0,2.0,0.5
piper pa46 500tp,1.0,2.4,6.451496160296583,2.0,1.4,1.0
piper pa46-310p,0.0,0.0,0.0,2.0,1.0,1.0
piper pa46-350p,3.0,9.0,64.51496160296584,2.0,2.0,1.0
piper pa46-500tp,0.875,2.625,8.232377912878453,2.375,1.375,1.0
piper pa46r,1.0,2.0,4.778886044664136,2.0,1.0,1.0
piper pa46r-350t,0.0,0.0,0.0,2.0,1.0,1.0
piper pa60,1.2,3.6,12.902992320593167,2.2,1.4,2.0
piper pa60 602p,0.0,0.0,0.0,2.0,1.0,2.0
piper saratoga ii tc pa32-,0.0,0.0,0.0,2.0,1.0,1.0
piper seneca,1.0,1.0,2.389443022332068,2.0,1.0,2.0
piper titan tornado ii d,1.0,3.0,10.752493600494306,3.0,2.0,1.0
piper-aerostar 601p,0.0,0.0,0.0,2.0,1.0,2.0
piper-harris j3c-65,0.0,0.0,0.0,2.0,1.0,1.0
piper/cub crafters pa-18,0.0,0.0,0.0,2.0,1.0,1.0
piper/cub crafters pa-18-150,1.0,2.0,4.778886044664136,2.0,1.75,1.0
piper/wally's flyers inc j3c-65,0.0,0.0,0.0,2.0,1.0,1.0
pipistrel alpha trainer,0.5,1.0,1.194721511166034,2.0,1.25,1.0
pipistrel italia srl sinus 912 lsa,1.0,3.0,10.752493600494306,3.0,2.0,1.0
pipistrel sinus,0.0,0.0,0.0,2.0,1.0,1.0
pipistrel sinus 912,0.5,0.5,0.597360755583017,2.0,1.0,1.0
pipistrel taurus,1.0,3.0,7.168329066996204,2.0,2.0,1.0
pippert zenith ch-701,0.0,0.0,0.0,2.0,1.0,1.0
pitcairn pa-4,1.0,1.0,2.389443022332068,2.0,1.0,1.0
pitrolo gl-25,0.0,0.0,0.0,2.0,1.0,1.0
pittman eddie g cgs hawk arrow ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
pitts 51,1.0,1.0,3.584164533498102,3.0,1.0,1.0
pitts a,0.0,0.0,0.0,2.0,1.0,1.0
pitts aerobatics s-2b,1.3333333333333333,2.0,7.433822736144212,2.3333333333333335,1.0,1.0
pitts model 12,1.0,2.0,4.778886044664136,2.0,1.0,1.0
pitts s-2a,0.0,0.0,0.0,2.0,1.0,1.0
pitts s1,0.25,0.5,0.2986803777915085,2.25,1.75,1.0
pitts s1-s,1.0,3.0,10.752493600494306,3.0,2.0,1.0
pitts s1c,0.0,0.0,0.0,2.0,1.0,1.0
pitts s1s,0.0,0.0,0.0,2.0,1.0,1.0
pitts s2,1.25,3.25,13.067266528378498,2.5,1.5,1.0
pitts s2c,0.0,0.0,0.0,2.0,1.0,1.0
pitts s2s,0.0,0.0,0.0,2.0,1.0,1.0
pitts sc 1,1.0,1.0,2.389443022332068,2.0,1.0,1.0
pitts special,0.0,0.0,0.0,2.0,1.0,1.0
pitts special 51c,0.0,0.0,0.0,2.0,1.0,1.0
pitts special s 1c,0.0,0.0,0.0,2.0,1.0,1.0
pitts special s-1c,0.0,0.0,0.0,2.0,1.0,1.0
pitts special s-1s,0.0,0.0,0.0,3.0,1.0,1.0
playmate sa11a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
plocher sha-glasair,0.0,0.0,0.0,2.0,1.0,1.0
ploof progressive aerodyne's searey,2.0,2.0,9.557772089328273,2.0,1.0,1.0
poberezny acro sport ii,1.0,3.0,7.168329066996204,2.0,1.5,1.0
poe g l/poe s y 540,1.0,3.0,7.168329066996204,2.0,2.0,1.0
pohoski rv 4,0.0,0.0,0.0,3.0,1.0,1.0
polaris polar star,2.0,6.0,28.673316267984816,2.0,2.0,1.0
polcyn long-eze,1.0,1.0,2.389443022332068,2.0,1.0,1.0
polit kitfox ser 5 outback,1.0,3.0,7.168329066996204,2.0,2.0,1.0
pollack quicksilver sprint2s,0.0,0.0,0.0,2.0,1.0,1.0
pongracz john m nieuport 1,1.0,3.0,7.168329066996204,2.0,2.0,1.0
pool murphy moose,3.0,6.0,43.009974401977225,2.0,1.0,1.0
poole robert c jr van's,1.0,2.0,4.778886044664136,2.0,1.0,1.0
porbeck john m slipstream genesis,1.0,1.0,2.389443022332068,2.0,1.0,1.0
porrata luis g rans s 12xl,0.0,0.0,0.0,2.0,1.0,1.0
porter james grant superior cub,0.5,0.5,0.597360755583017,2.0,1.0,1.0
porter mustang ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
porterfield cp 65,1.0,2.0,4.778886044664136,2.0,1.0,1.0
porterfield cp-65,1.5,3.5,12.544575867243356,2.0,1.5,1.0
portman rv-7a,1.0,1.0,2.389443022332068,2.0,1.0,1.0
poser dm 582 buckeye,0.0,0.0,0.0,2.0,1.0,1.0
post thorp t-18,1.0,2.0,4.778886044664136,2.0,1.0,1.0
potez-air fouga cm 170 magister,2.0,6.0,28.673316267984816,2.0,2.0,2.0
potts ma-5,1.0,1.0,2.389443022332068,2.0,1.0,1.0
poulin l/cullen d lancair legacy,2.0,6.0,43.009974401977225,3.0,2.0,1.0
powell vans rv-6a,0.0,0.0,0.0,2.0,1.0,1.0
powrachute pc 2000,2.0,2.0,9.557772089328273,2.0,1.0,1.0
pphu ekolot kr-030 topaz,0.0,0.0,0.0,2.0,1.0,1.0
preiss vans rv-9a,1.0,1.0,2.389443022332068,2.0,1.0,1.0
prendergast john/vans rv-7a,0.0,0.0,0.0,2.0,1.0,1.0
prendergast rv-7a,0.0,0.0,0.0,2.0,1.0,1.0
prescot e. wilkie rv-3,1.0,3.0,10.752493600494306,3.0,2.0,1.0
presley rv-4,0.0,0.0,0.0,2.0,1.0,1.0
prichard kevin legacy 2k,0.0,0.0,0.0,2.0,1.0,1.0
pridmore lancair iv,0.0,0.0,0.0,2.0,1.0,1.0
prizio texas sprt cub tx11j,0.0,0.0,0.0,3.0,1.0,1.0
probst baby ace d,1.0,3.0,7.168329066996204,2.0,2.0,1.0
probst zenair 601xl,0.0,0.0,0.0,2.0,1.0,1.0
progressive aerodyne inc searey,2.0,2.0,9.557772089328273,2.0,1.0,1.0
progressive aerodyne inc searey lsa,0.75,1.25,2.240102833436314,2.0,1.0,1.0
progressive aerodyne searey,1.2,2.0,5.734663253596963,2.0,1.2,0.8
pruss richard s kitfox iv,2.0,4.0,19.115544178656545,2.0,2.0,1.0
purtee kevin m pietenpol aircamper,1.0,1.0,2.389443022332068,2.0,1.0,1.0
pyka inc pelican,0.0,0.0,0.0,2.0,1.0,4.0
pyramid aventura ii,0.0,0.0,0.0,2.0,1.0,1.0
pzl mielec m-18a,1.0,3.0,7.168329066996204,2.0,2.0,1.0
pzl mielec m18,0.5,1.0,1.194721511166034,2.0,1.0,1.0
pzl okecie pzl104,0.0,0.0,0.0,2.0,1.0,1.0
pzl pzl-104 35a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
pzl warzawa-cnpsl pzl-104 wilga 35a,0.0,0.0,0.0,2.0,1.0,1.0
pzl-mielec m18,1.0,1.0,2.389443022332068,2.0,1.0,1.0
q-berry hawk,0.0,0.0,0.0,2.0,1.0,1.0
qac quickie,0.0,0.0,0.0,2.0,1.0,1.0
quad city aircraft corp challenger ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quad city challenger,1.6,3.6,16.0570571100715,2.2,1.8,1.0
quad city challenger - ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
quad city challenger i,0.0,0.0,0.0,2.0,1.0,1.0
quad city challenger ii,1.0,3.0,7.168329066996204,2.0,1.5,1.0
quad city ultralight acft corp challenger i,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quad city ultralight acft corp challenger ii,0.0,0.0,0.0,2.0,1.0,1.0
quad city ultralight aircraft challenger i,0.0,0.0,0.0,2.0,1.0,1.0
quad city ultralight aircraft challenger ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quad city ultralight aircraft challenger lss,1.0,3.0,7.168329066996204,2.0,2.0,1.0
quad city ultralight corp challenger ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
"quad city ultralight, llc challenger special",0.0,0.0,0.0,2.0,1.0,1.0
quad city ultralights challenger ii,2.0,6.0,28.673316267984816,2.0,2.0,1.0
quarnoccio avid flyer,0.0,0.0,0.0,2.0,1.0,1.0
quartz mountain aerospace inc 11e,0.0,0.0,0.0,2.0,1.0,1.0
quartz mountain aerospace l-11e,0.0,0.0,0.0,2.0,1.0,1.0
quasar acft co llc 214sl,0.0,0.0,0.0,2.0,1.0,1.0
quest aircraft company llc kodiac 100,2.0,4.333333333333333,26.283873245652746,2.3333333333333335,1.3333333333333333,1.0
quest aircraft company llc kodiak 100,0.6666666666666666,1.6666666666666667,3.4514176989240983,2.3333333333333335,1.3333333333333333,1.0
quest kodiac 100,0.5,1.0,1.194721511166034,1.5,1.0,1.0
quest kodiak,6.0,6.0,86.01994880395445,2.0,1.0,0.0
quest kodiak 100,0.3333333333333333,0.3333333333333333,0.2654936691480076,2.0,1.0,1.0
questair inc venture,0.0,0.0,0.0,2.0,1.0,1.0
"questair, inc. venture",2.0,4.0,19.115544178656545,2.0,1.0,1.0
quickie 1,0.0,0.0,0.0,2.0,1.0,1.0
quickie 2,0.0,0.0,0.0,2.0,1.0,1.0
quickie q2,0.0,0.0,0.0,2.0,1.0,1.0
quickie qac-1,1.0,3.0,10.752493600494306,3.0,2.0,1.0
quickie quickie,0.0,0.0,0.0,2.0,1.0,1.0
quickie rise,0.0,0.0,0.0,2.0,1.0,1.0
quickie two,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quicksilver 2s,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver 2s sport,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver aircraft co sport 2s,2.0,3.0,14.336658133992408,2.0,5.0,1.0
quicksilver aircraft gt-500,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quicksilver aircraft northeast sport,2.0,4.0,19.115544178656545,2.0,1.0,1.0
quicksilver eipper acft inc gt 400,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quicksilver enterprises inc mxl ii,1.0,3.0,10.752493600494306,3.0,2.0,1.0
quicksilver enterprises inc mxl ii sport,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quicksilver gt 400,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quicksilver gt-400,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quicksilver gt-400 r503,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver gt-500,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver gt400,0.5,1.5,1.792082266749051,2.0,1.5,1.0
quicksilver manufacturing gt-500,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quicksilver manufacturing inc sport 2s,2.0,4.0,19.115544178656545,2.0,1.0,1.0
quicksilver manufacturing inc sport2s r582,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver mfg mxl ii sport,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quicksilver mx,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver mx ii sprint,2.0,3.0,7.168329066996204,1.0,1.0,1.0
quicksilver mx sprint ii,0.0,0.0,0.0,2.0,1.0,1.0
quicksilver mx-2,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quicksilver mx2,1.0,3.0,7.168329066996204,2.0,2.0,1.0
quicksilver mxii,1.0,2.0,4.778886044664136,2.0,1.3333333333333333,1.0
quicksilver mxii sport,0.5,1.0,1.194721511166034,2.0,1.0,1.0
quicksilver mxl ii,1.0,1.3333333333333333,3.1859240297760905,2.0,1.1666666666666667,1.0
quicksilver mxl ii sport,1.5,3.0,10.752493600494306,2.0,1.5,1.0
quicksilver mxl sport,1.0,2.0,4.778886044664136,2.0,1.0,1.0
quicksilver sport,1.0,1.0,2.389443022332068,2.0,1.0,0.0
quicksilver sport 2s,0.4,1.2,1.1469326507193929,2.0,1.2,1.0
quicksilver sport 2s r582,0.0,0.0,0.0,3.0,1.0,1.0
quicksilver sport ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
quicksilver sprint ii,2.0,3.5,16.726101156324475,2.0,1.0,1.0
quicksilver unknown,1.0,1.0,2.389443022332068,2.0,1.0,1.0
quist kitfox,0.0,0.0,0.0,2.0,1.0,1.0
r. james thorne nieuport 12,0.0,0.0,0.0,2.0,1.0,1.0
raddatz steve rv 8,0.0,0.0,0.0,2.0,1.0,1.0
radford darrel f christen eagle ii,0.0,0.0,0.0,2.0,1.0,1.0
radford rv-6,1.0,3.0,7.168329066996204,2.0,2.0,1.0
radley vincent quicksilver sport 2s,1.0,1.0,2.389443022332068,2.0,1.0,1.0
